Hour,DryBulbTemp_C,RelativeHumidity_%,Pressure_kPa,WindSpeed_m/s
775,28.22,52.09,101.3,2.5
776,28.22,52.08,101.3,2.5
777,28.23,52.08,101.3,2.5
778,28.23,52.07,101.3,2.5
779,28.24,52.06,101.3,2.5
780,28.24,52.05,101.3,2.5
781,28.25,52.04,101.3,2.5
782,28.25,52.03,101.3,2.5
783,28.26,52.02,101.3,2.5
784,28.26,52.01,101.3,2.5
785,28.27,52,101.3,2.5
786,28.27,51.99,101.3,2.5
787,28.27,51.98,101.3,2.5
788,28.28,51.98,101.3,2.5
789,28.28,51.97,101.3,2.5
790,28.29,51.96,101.3,2.5
791,28.29,51.95,101.3,2.5
792,28.3,51.94,101.3,2.5
793,28.3,51.93,101.3,2.5
794,28.31,51.92,101.3,2.5
795,28.31,51.91,101.3,2.5
796,28.32,51.9,101.3,2.5
797,28.32,51.89,101.3,2.5
798,28.33,51.88,101.3,2.5
799,28.33,51.88,101.3,2.5
800,28.34,51.87,101.3,2.5
801,28.34,51.86,101.3,2.5
802,28.35,51.85,101.3,2.5
803,28.35,51.84,101.3,2.5
804,28.36,51.83,101.3,2.5
805,28.36,51.82,101.3,2.5
806,28.37,51.81,101.3,2.5
807,28.37,51.8,101.3,2.5
808,28.38,51.79,101.3,2.5
809,28.38,51.79,101.3,2.5
810,28.39,51.78,101.3,2.5
811,28.39,51.77,101.3,2.5
812,28.4,51.76,101.3,2.5
813,28.4,51.75,101.3,2.5
814,28.41,51.74,101.3,2.5
815,28.41,51.73,101.3,2.5
816,28.41,51.72,101.3,2.5
817,28.42,51.71,101.3,2.5
818,28.42,51.7,101.3,2.5
819,28.43,51.7,101.3,2.5
820,28.43,51.69,101.3,2.5
821,28.44,51.68,101.3,2.5
822,28.44,51.67,101.3,2.5
823,28.45,51.66,101.3,2.5
824,28.45,51.65,101.3,2.5
825,28.46,51.64,101.3,2.5
826,28.46,51.63,101.3,2.5
827,28.47,51.62,101.3,2.5
828,28.47,51.62,101.3,2.5
829,28.48,51.61,101.3,2.5
830,28.48,51.6,101.3,2.5
831,28.49,51.59,101.3,2.5
832,28.49,51.58,101.3,2.5
833,28.5,51.57,101.3,2.5
834,28.5,51.56,101.3,2.5
835,28.51,51.55,101.3,2.5
836,28.51,51.54,101.3,2.5
837,28.51,51.53,101.3,2.5
838,28.52,51.53,101.3,2.5
839,28.52,51.52,101.3,2.5
840,28.53,51.51,101.3,2.5
841,28.53,51.5,101.3,2.5
842,28.54,51.49,101.3,2.5
843,28.54,51.48,101.3,2.5
844,28.55,51.47,101.3,2.5
845,28.55,51.46,101.3,2.5
846,28.56,51.46,101.3,2.5
847,28.56,51.45,101.3,2.5
848,28.57,51.44,101.3,2.5
849,28.57,51.43,101.3,2.5
850,28.58,51.42,101.3,2.5
851,28.58,51.41,101.3,2.5
852,28.59,51.4,101.3,2.5
853,28.59,51.39,101.3,2.5
854,28.59,51.38,101.3,2.5
855,28.6,51.38,101.3,2.5
856,28.6,51.37,101.3,2.5
857,28.61,51.36,101.3,2.5
858,28.61,51.35,101.3,2.5
859,28.62,51.34,101.3,2.5
860,28.62,51.33,101.3,2.5
861,28.63,51.32,101.3,2.5
862,28.63,51.31,101.3,2.5
863,28.64,51.31,101.3,2.5
864,28.64,51.3,101.3,2.5
865,28.65,51.29,101.3,2.5
866,28.65,51.28,101.3,2.5
867,28.66,51.27,101.3,2.5
868,28.66,51.26,101.3,2.5
869,28.67,51.25,101.3,2.5
870,28.67,51.24,101.3,2.5
871,28.67,51.24,101.3,2.5
872,28.68,51.23,101.3,2.5
873,28.68,51.22,101.3,2.5
874,28.69,51.21,101.3,2.5
875,28.69,51.2,101.3,2.5
876,28.7,51.19,101.3,2.5
877,28.7,51.18,101.3,2.5
878,28.71,51.17,101.3,2.5
879,28.71,51.17,101.3,2.5
880,28.72,51.16,101.3,2.5
881,28.72,51.15,101.3,2.5
882,28.73,51.14,101.3,2.5
883,28.73,51.13,101.3,2.5
884,28.73,51.12,101.3,2.5
885,28.74,51.11,101.3,2.5
886,28.74,51.11,101.3,2.5
887,28.75,51.1,101.3,2.5
888,28.75,51.09,101.3,2.5
889,28.76,51.08,101.3,2.5
890,28.76,51.07,101.3,2.5
891,28.77,51.06,101.3,2.5
892,28.77,51.05,101.3,2.5
893,28.78,51.04,101.3,2.5
894,28.78,51.04,101.3,2.5
895,28.79,51.03,101.3,2.5
896,28.79,51.02,101.3,2.5
897,28.79,51.01,101.3,2.5
898,28.8,51,101.3,2.5
899,28.8,50.99,101.3,2.5
900,28.81,50.98,101.3,2.5
901,28.81,50.98,101.3,2.5
902,28.82,50.97,101.3,2.5
903,28.82,50.96,101.3,2.5
904,28.83,50.95,101.3,2.5
905,28.83,50.94,101.3,2.5
906,28.84,50.93,101.3,2.5
907,28.84,50.92,101.3,2.5
908,28.85,50.92,101.3,2.5
909,28.85,50.91,101.3,2.5
910,28.85,50.9,101.3,2.5
911,28.86,50.89,101.3,2.5
912,28.86,50.88,101.3,2.5
913,28.87,50.87,101.3,2.5
914,28.87,50.86,101.3,2.5
915,28.88,50.86,101.3,2.5
916,28.88,50.85,101.3,2.5
917,28.89,50.84,101.3,2.5
918,28.89,50.83,101.3,2.5
919,28.9,50.82,101.3,2.5
920,28.9,50.81,101.3,2.5
921,28.9,50.8,101.3,2.5
922,28.91,50.8,101.3,2.5
923,28.91,50.79,101.3,2.5
924,28.92,50.78,101.3,2.5
925,28.92,50.77,101.3,2.5
926,28.93,50.76,101.3,2.5
927,28.93,50.75,101.3,2.5
928,28.94,50.75,101.3,2.5
929,28.94,50.74,101.3,2.5
930,28.94,50.73,101.3,2.5
931,28.95,50.72,101.3,2.5
932,28.95,50.71,101.3,2.5
933,28.96,50.7,101.3,2.5
934,28.96,50.69,101.3,2.5
935,28.97,50.69,101.3,2.5
936,28.97,50.68,101.3,2.5
937,28.98,50.67,101.3,2.5
938,28.98,50.66,101.3,2.5
939,28.99,50.65,101.3,2.5
940,28.99,50.64,101.3,2.5
941,28.99,50.64,101.3,2.5
942,29,50.63,101.3,2.5
943,29,50.62,101.3,2.5
944,29.01,50.61,101.3,2.5
945,29.01,50.6,101.3,2.5
946,29.02,50.59,101.3,2.5
947,29.02,50.59,101.3,2.5
948,29.03,50.58,101.3,2.5
949,29.03,50.57,101.3,2.5
950,29.03,50.56,101.3,2.5
951,29.04,50.55,101.3,2.5
952,29.04,50.54,101.3,2.5
953,29.05,50.54,101.3,2.5
954,29.05,50.53,101.3,2.5
955,29.06,50.52,101.3,2.5
956,29.06,50.51,101.3,2.5
957,29.07,50.5,101.3,2.5
958,29.07,50.49,101.3,2.5
959,29.07,50.49,101.3,2.5
960,29.08,50.48,101.3,2.5
961,29.08,50.47,101.3,2.5
962,29.09,50.46,101.3,2.5
963,29.09,50.45,101.3,2.5
964,29.1,50.44,101.3,2.5
965,29.1,50.44,101.3,2.5
966,29.11,50.43,101.3,2.5
967,29.11,50.42,101.3,2.5
968,29.11,50.41,101.3,2.5
969,29.12,50.4,101.3,2.5
970,29.12,50.39,101.3,2.5
971,29.13,50.39,101.3,2.5
972,29.13,50.38,101.3,2.5
973,29.14,50.37,101.3,2.5
974,29.14,50.36,101.3,2.5
975,29.15,50.35,101.3,2.5
976,29.15,50.34,101.3,2.5
977,29.15,50.34,101.3,2.5
978,29.16,50.33,101.3,2.5
979,29.16,50.32,101.3,2.5
980,29.17,50.31,101.3,2.5
981,29.17,50.3,101.3,2.5
982,29.18,50.3,101.3,2.5
983,29.18,50.29,101.3,2.5
984,29.18,50.28,101.3,2.5
985,29.19,50.27,101.3,2.5
986,29.19,50.26,101.3,2.5
987,29.2,50.25,101.3,2.5
988,29.2,50.25,101.3,2.5
989,29.21,50.24,101.3,2.5
990,29.21,50.23,101.3,2.5
991,29.22,50.22,101.3,2.5
992,29.22,50.21,101.3,2.5
993,29.22,50.21,101.3,2.5
994,29.23,50.2,101.3,2.5
995,29.23,50.19,101.3,2.5
996,29.24,50.18,101.3,2.5
997,29.24,50.17,101.3,2.5
998,29.25,50.16,101.3,2.5
999,29.25,50.16,101.3,2.5
1000,29.25,50.15,101.3,2.5
1001,29.26,50.14,101.3,2.5
1002,29.26,50.13,101.3,2.5
1003,29.27,50.12,101.3,2.5
1004,29.27,50.12,101.3,2.5
1005,29.28,50.11,101.3,2.5
1006,29.28,50.1,101.3,2.5
1007,29.28,50.09,101.3,2.5
1008,29.29,50.08,101.3,2.5
1009,29.29,50.08,101.3,2.5
1010,29.3,50.07,101.3,2.5
1011,29.3,50.06,101.3,2.5
1012,29.31,50.05,101.3,2.5
1013,29.31,50.04,101.3,2.5
1014,29.31,50.04,101.3,2.5
1015,29.32,50.03,101.3,2.5
1016,29.32,50.02,101.3,2.5
1017,29.33,50.01,101.3,2.5
1018,29.33,50,101.3,2.5
1019,29.34,50,101.3,2.5
1020,29.34,49.99,101.3,2.5
1021,29.34,49.98,101.3,2.5
1022,29.35,49.97,101.3,2.5
1023,29.35,49.96,101.3,2.5
1024,29.36,49.96,101.3,2.5
1025,29.36,49.95,101.3,2.5
1026,29.37,49.94,101.3,2.5
1027,29.37,49.93,101.3,2.5
1028,29.37,49.92,101.3,2.5
1029,29.38,49.92,101.3,2.5
1030,29.38,49.91,101.3,2.5
1031,29.39,49.9,101.3,2.5
1032,29.39,49.89,101.3,2.5
1033,29.4,49.88,101.3,2.5
1034,29.4,49.88,101.3,2.5
1035,29.4,49.87,101.3,2.5
1036,29.41,49.86,101.3,2.5
1037,29.41,49.85,101.3,2.5
1038,29.42,49.84,101.3,2.5
1039,29.42,49.84,101.3,2.5
1040,29.43,49.83,101.3,2.5
1041,29.43,49.82,101.3,2.5
1042,29.43,49.81,101.3,2.5
1043,29.44,49.8,101.3,2.5
1044,29.44,49.8,101.3,2.5
1045,29.45,49.79,101.3,2.5
1046,29.45,49.78,101.3,2.5
1047,29.45,49.77,101.3,2.5
1048,29.46,49.76,101.3,2.5
1049,29.46,49.76,101.3,2.5
1050,29.47,49.75,101.3,2.5
1051,29.47,49.74,101.3,2.5
1052,29.48,49.73,101.3,2.5
1053,29.48,49.73,101.3,2.5
1054,29.48,49.72,101.3,2.5
1055,29.49,49.71,101.3,2.5
1056,29.49,49.7,101.3,2.5
1057,29.5,49.69,101.3,2.5
1058,29.5,49.69,101.3,2.5
1059,29.5,49.68,101.3,2.5
1060,29.51,49.67,101.3,2.5
1061,29.51,49.66,101.3,2.5
1062,29.52,49.66,101.3,2.5
1063,29.52,49.65,101.3,2.5
1064,29.53,49.64,101.3,2.5
1065,29.53,49.63,101.3,2.5
1066,29.53,49.62,101.3,2.5
1067,29.54,49.62,101.3,2.5
1068,29.54,49.61,101.3,2.5
1069,29.55,49.6,101.3,2.5
1070,29.55,49.59,101.3,2.5
1071,29.55,49.59,101.3,2.5
1072,29.56,49.58,101.3,2.5
1073,29.56,49.57,101.3,2.5
1074,29.57,49.56,101.3,2.5
1075,29.57,49.55,101.3,2.5
1076,29.58,49.55,101.3,2.5
1077,29.58,49.54,101.3,2.5
1078,29.58,49.53,101.3,2.5
1079,29.59,49.52,101.3,2.5
1080,29.59,49.52,101.3,2.5
1081,29.6,49.51,101.3,2.5
1082,29.6,49.5,101.3,2.5
1083,29.6,49.49,101.3,2.5
1084,29.61,49.49,101.3,2.5
1085,29.61,49.48,101.3,2.5
1086,29.62,49.47,101.3,2.5
1087,29.62,49.46,101.3,2.5
1088,29.62,49.45,101.3,2.5
1089,29.63,49.45,101.3,2.5
1090,29.63,49.44,101.3,2.5
1091,29.64,49.43,101.3,2.5
1092,29.64,49.42,101.3,2.5
1093,29.64,49.42,101.3,2.5
1094,29.65,49.41,101.3,2.5
1095,29.65,49.4,101.3,2.5
1096,29.66,49.39,101.3,2.5
1097,29.66,49.39,101.3,2.5
1098,29.66,49.38,101.3,2.5
1099,29.67,49.37,101.3,2.5
1100,29.67,49.36,101.3,2.5
1101,29.68,49.36,101.3,2.5
1102,29.68,49.35,101.3,2.5
1103,29.69,49.34,101.3,2.5
1104,29.69,49.33,101.3,2.5
1105,29.69,49.33,101.3,2.5
1106,29.7,49.32,101.3,2.5
1107,29.7,49.31,101.3,2.5
1108,29.71,49.3,101.3,2.5
1109,29.71,49.29,101.3,2.5
1110,29.71,49.29,101.3,2.5
1111,29.72,49.28,101.3,2.5
1112,29.72,49.27,101.3,2.5
1113,29.73,49.26,101.3,2.5
1114,29.73,49.26,101.3,2.5
1115,29.73,49.25,101.3,2.5
1116,29.74,49.24,101.3,2.5
1117,29.74,49.23,101.3,2.5
1118,29.75,49.23,101.3,2.5
1119,29.75,49.22,101.3,2.5
1120,29.75,49.21,101.3,2.5
1121,29.76,49.2,101.3,2.5
1122,29.76,49.2,101.3,2.5
1123,29.77,49.19,101.3,2.5
1124,29.77,49.18,101.3,2.5
1125,29.77,49.18,101.3,2.5
1126,29.78,49.17,101.3,2.5
1127,29.78,49.16,101.3,2.5
1128,29.79,49.15,101.3,2.5
1129,29.79,49.15,101.3,2.5
1130,29.79,49.14,101.3,2.5
1131,29.8,49.13,101.3,2.5
1132,29.8,49.12,101.3,2.5
1133,29.8,49.12,101.3,2.5
1134,29.81,49.11,101.3,2.5
1135,29.81,49.1,101.3,2.5
1136,29.82,49.09,101.3,2.5
1137,29.82,49.09,101.3,2.5
1138,29.82,49.08,101.3,2.5
1139,29.83,49.07,101.3,2.5
1140,29.83,49.06,101.3,2.5
1141,29.84,49.06,101.3,2.5
1142,29.84,49.05,101.3,2.5
1143,29.84,49.04,101.3,2.5
1144,29.85,49.03,101.3,2.5
1145,29.85,49.03,101.3,2.5
1146,29.86,49.02,101.3,2.5
1147,29.86,49.01,101.3,2.5
1148,29.86,49.01,101.3,2.5
1149,29.87,49,101.3,2.5
1150,29.87,48.99,101.3,2.5
1151,29.88,48.98,101.3,2.5
1152,29.88,48.98,101.3,2.5
1153,29.88,48.97,101.3,2.5
1154,29.89,48.96,101.3,2.5
1155,29.89,48.95,101.3,2.5
1156,29.89,48.95,101.3,2.5
1157,29.9,48.94,101.3,2.5
1158,29.9,48.93,101.3,2.5
1159,29.91,48.93,101.3,2.5
1160,29.91,48.92,101.3,2.5
1161,29.91,48.91,101.3,2.5
1162,29.92,48.9,101.3,2.5
1163,29.92,48.9,101.3,2.5
1164,29.93,48.89,101.3,2.5
1165,29.93,48.88,101.3,2.5
1166,29.93,48.87,101.3,2.5
1167,29.94,48.87,101.3,2.5
1168,29.94,48.86,101.3,2.5
1169,29.95,48.85,101.3,2.5
1170,29.95,48.85,101.3,2.5
1171,29.95,48.84,101.3,2.5
1172,29.96,48.83,101.3,2.5
1173,29.96,48.82,101.3,2.5
1174,29.96,48.82,101.3,2.5
1175,29.97,48.81,101.3,2.5
1176,29.97,48.8,101.3,2.5
1177,29.98,48.8,101.3,2.5
1178,29.98,48.79,101.3,2.5
1179,29.98,48.78,101.3,2.5
1180,29.99,48.77,101.3,2.5
1181,29.99,48.77,101.3,2.5
1182,29.99,48.76,101.3,2.5
1183,30,48.75,101.3,2.5
1184,30,48.75,101.3,2.5
1185,30.01,48.74,101.3,2.5
1186,30.01,48.73,101.3,2.5
1187,30.01,48.72,101.3,2.5
1188,30.02,48.72,101.3,2.5
1189,30.02,48.71,101.3,2.5
1190,30.03,48.7,101.3,2.5
1191,30.03,48.7,101.3,2.5
1192,30.03,48.69,101.3,2.5
1193,30.04,48.68,101.3,2.5
1194,30.04,48.67,101.3,2.5
1195,30.04,48.67,101.3,2.5
1196,30.05,48.66,101.3,2.5
1197,30.05,48.65,101.3,2.5
1198,30.06,48.65,101.3,2.5
1199,30.06,48.64,101.3,2.5
1200,30.06,48.63,101.3,2.5
1201,30.07,48.63,101.3,2.5
1202,30.07,48.62,101.3,2.5
1203,30.07,48.61,101.3,2.5
1204,30.08,48.6,101.3,2.5
1205,30.08,48.6,101.3,2.5
1206,30.09,48.59,101.3,2.5
1207,30.09,48.58,101.3,2.5
1208,30.09,48.58,101.3,2.5
1209,30.1,48.57,101.3,2.5
1210,30.1,48.56,101.3,2.5
1211,30.1,48.56,101.3,2.5
1212,30.11,48.55,101.3,2.5
1213,30.11,48.54,101.3,2.5
1214,30.11,48.53,101.3,2.5
1215,30.12,48.53,101.3,2.5
1216,30.12,48.52,101.3,2.5
1217,30.13,48.51,101.3,2.5
1218,30.13,48.51,101.3,2.5
1219,30.13,48.5,101.3,2.5
1220,30.14,48.49,101.3,2.5
1221,30.14,48.49,101.3,2.5
1222,30.14,48.48,101.3,2.5
1223,30.15,48.47,101.3,2.5
1224,30.15,48.47,101.3,2.5
1225,30.16,48.46,101.3,2.5
1226,30.16,48.45,101.3,2.5
1227,30.16,48.45,101.3,2.5
1228,30.17,48.44,101.3,2.5
1229,30.17,48.43,101.3,2.5
1230,30.17,48.42,101.3,2.5
1231,30.18,48.42,101.3,2.5
1232,30.18,48.41,101.3,2.5
1233,30.18,48.4,101.3,2.5
1234,30.19,48.4,101.3,2.5
1235,30.19,48.39,101.3,2.5
1236,30.2,48.38,101.3,2.5
1237,30.2,48.38,101.3,2.5
1238,30.2,48.37,101.3,2.5
1239,30.21,48.36,101.3,2.5
1240,30.21,48.36,101.3,2.5
1241,30.21,48.35,101.3,2.5
1242,30.22,48.34,101.3,2.5
1243,30.22,48.34,101.3,2.5
1244,30.22,48.33,101.3,2.5
1245,30.23,48.32,101.3,2.5
1246,30.23,48.32,101.3,2.5
1247,30.24,48.31,101.3,2.5
1248,30.24,48.3,101.3,2.5
1249,30.24,48.3,101.3,2.5
1250,30.25,48.29,101.3,2.5
1251,30.25,48.28,101.3,2.5
1252,30.25,48.28,101.3,2.5
1253,30.26,48.27,101.3,2.5
1254,30.26,48.26,101.3,2.5
1255,30.26,48.26,101.3,2.5
1256,30.27,48.25,101.3,2.5
1257,30.27,48.24,101.3,2.5
1258,30.27,48.24,101.3,2.5
1259,30.28,48.23,101.3,2.5
1260,30.28,48.22,101.3,2.5
1261,30.29,48.22,101.3,2.5
1262,30.29,48.21,101.3,2.5
1263,30.29,48.2,101.3,2.5
1264,30.3,48.2,101.3,2.5
1265,30.3,48.19,101.3,2.5
1266,30.3,48.18,101.3,2.5
1267,30.31,48.18,101.3,2.5
1268,30.31,48.17,101.3,2.5
1269,30.31,48.16,101.3,2.5
1270,30.32,48.16,101.3,2.5
1271,30.32,48.15,101.3,2.5
1272,30.32,48.14,101.3,2.5
1273,30.33,48.14,101.3,2.5
1274,30.33,48.13,101.3,2.5
1275,30.33,48.12,101.3,2.5
1276,30.34,48.12,101.3,2.5
1277,30.34,48.11,101.3,2.5
1278,30.35,48.1,101.3,2.5
1279,30.35,48.1,101.3,2.5
1280,30.35,48.09,101.3,2.5
1281,30.36,48.08,101.3,2.5
1282,30.36,48.08,101.3,2.5
1283,30.36,48.07,101.3,2.5
1284,30.37,48.06,101.3,2.5
1285,30.37,48.06,101.3,2.5
1286,30.37,48.05,101.3,2.5
1287,30.38,48.04,101.3,2.5
1288,30.38,48.04,101.3,2.5
1289,30.38,48.03,101.3,2.5
1290,30.39,48.02,101.3,2.5
1291,30.39,48.02,101.3,2.5
1292,30.39,48.01,101.3,2.5
1293,30.4,48.01,101.3,2.5
1294,30.4,48,101.3,2.5
1295,30.4,47.99,101.3,2.5
1296,30.41,47.99,101.3,2.5
1297,30.41,47.98,101.3,2.5
1298,30.41,47.97,101.3,2.5
1299,30.42,47.97,101.3,2.5
1300,30.42,47.96,101.3,2.5
1301,30.42,47.95,101.3,2.5
1302,30.43,47.95,101.3,2.5
1303,30.43,47.94,101.3,2.5
1304,30.43,47.93,101.3,2.5
1305,30.44,47.93,101.3,2.5
1306,30.44,47.92,101.3,2.5
1307,30.45,47.92,101.3,2.5
1308,30.45,47.91,101.3,2.5
1309,30.45,47.9,101.3,2.5
1310,30.46,47.9,101.3,2.5
1311,30.46,47.89,101.3,2.5
1312,30.46,47.88,101.3,2.5
1313,30.47,47.88,101.3,2.5
1314,30.47,47.87,101.3,2.5
1315,30.47,47.86,101.3,2.5
1316,30.48,47.86,101.3,2.5
1317,30.48,47.85,101.3,2.5
1318,30.48,47.85,101.3,2.5
1319,30.49,47.84,101.3,2.5
1320,30.49,47.83,101.3,2.5
1321,30.49,47.83,101.3,2.5
1322,30.5,47.82,101.3,2.5
1323,30.5,47.81,101.3,2.5
1324,30.5,47.81,101.3,2.5
1325,30.51,47.8,101.3,2.5
1326,30.51,47.8,101.3,2.5
1327,30.51,47.79,101.3,2.5
1328,30.52,47.78,101.3,2.5
1329,30.52,47.78,101.3,2.5
1330,30.52,47.77,101.3,2.5
1331,30.53,47.76,101.3,2.5
1332,30.53,47.76,101.3,2.5
1333,30.53,47.75,101.3,2.5
1334,30.54,47.75,101.3,2.5
1335,30.54,47.74,101.3,2.5
1336,30.54,47.73,101.3,2.5
1337,30.55,47.73,101.3,2.5
1338,30.55,47.72,101.3,2.5
1339,30.55,47.71,101.3,2.5
1340,30.56,47.71,101.3,2.5
1341,30.56,47.7,101.3,2.5
1342,30.56,47.7,101.3,2.5
1343,30.57,47.69,101.3,2.5
1344,30.57,47.68,101.3,2.5
1345,30.57,47.68,101.3,2.5
1346,30.58,47.67,101.3,2.5
1347,30.58,47.67,101.3,2.5
1348,30.58,47.66,101.3,2.5
1349,30.58,47.65,101.3,2.5
1350,30.59,47.65,101.3,2.5
1351,30.59,47.64,101.3,2.5
1352,30.59,47.64,101.3,2.5
1353,30.6,47.63,101.3,2.5
1354,30.6,47.62,101.3,2.5
1355,30.6,47.62,101.3,2.5
1356,30.61,47.61,101.3,2.5
1357,30.61,47.6,101.3,2.5
1358,30.61,47.6,101.3,2.5
1359,30.62,47.59,101.3,2.5
1360,30.62,47.59,101.3,2.5
1361,30.62,47.58,101.3,2.5
1362,30.63,47.57,101.3,2.5
1363,30.63,47.57,101.3,2.5
1364,30.63,47.56,101.3,2.5
1365,30.64,47.56,101.3,2.5
1366,30.64,47.55,101.3,2.5
1367,30.64,47.54,101.3,2.5
1368,30.65,47.54,101.3,2.5
1369,30.65,47.53,101.3,2.5
1370,30.65,47.53,101.3,2.5
1371,30.66,47.52,101.3,2.5
1372,30.66,47.51,101.3,2.5
1373,30.66,47.51,101.3,2.5
1374,30.67,47.5,101.3,2.5
1375,30.67,47.5,101.3,2.5
1376,30.67,47.49,101.3,2.5
1377,30.67,47.48,101.3,2.5
1378,30.68,47.48,101.3,2.5
1379,30.68,47.47,101.3,2.5
1380,30.68,47.47,101.3,2.5
1381,30.69,47.46,101.3,2.5
1382,30.69,47.46,101.3,2.5
1383,30.69,47.45,101.3,2.5
1384,30.7,47.44,101.3,2.5
1385,30.7,47.44,101.3,2.5
1386,30.7,47.43,101.3,2.5
1387,30.71,47.43,101.3,2.5
1388,30.71,47.42,101.3,2.5
1389,30.71,47.41,101.3,2.5
1390,30.72,47.41,101.3,2.5
1391,30.72,47.4,101.3,2.5
1392,30.72,47.4,101.3,2.5
1393,30.72,47.39,101.3,2.5
1394,30.73,47.38,101.3,2.5
1395,30.73,47.38,101.3,2.5
1396,30.73,47.37,101.3,2.5
1397,30.74,47.37,101.3,2.5
1398,30.74,47.36,101.3,2.5
1399,30.74,47.36,101.3,2.5
1400,30.75,47.35,101.3,2.5
1401,30.75,47.34,101.3,2.5
1402,30.75,47.34,101.3,2.5
1403,30.76,47.33,101.3,2.5
1404,30.76,47.33,101.3,2.5
1405,30.76,47.32,101.3,2.5
1406,30.77,47.32,101.3,2.5
1407,30.77,47.31,101.3,2.5
1408,30.77,47.3,101.3,2.5
1409,30.77,47.3,101.3,2.5
1410,30.78,47.29,101.3,2.5
1411,30.78,47.29,101.3,2.5
1412,30.78,47.28,101.3,2.5
1413,30.79,47.28,101.3,2.5
1414,30.79,47.27,101.3,2.5
1415,30.79,47.26,101.3,2.5
1416,30.8,47.26,101.3,2.5
1417,30.8,47.25,101.3,2.5
1418,30.8,47.25,101.3,2.5
1419,30.8,47.24,101.3,2.5
1420,30.81,47.24,101.3,2.5
1421,30.81,47.23,101.3,2.5
1422,30.81,47.22,101.3,2.5
1423,30.82,47.22,101.3,2.5
1424,30.82,47.21,101.3,2.5
1425,30.82,47.21,101.3,2.5
1426,30.83,47.2,101.3,2.5
1427,30.83,47.2,101.3,2.5
1428,30.83,47.19,101.3,2.5
1429,30.83,47.19,101.3,2.5
1430,30.84,47.18,101.3,2.5
1431,30.84,47.17,101.3,2.5
1432,30.84,47.17,101.3,2.5
1433,30.85,47.16,101.3,2.5
1434,30.85,47.16,101.3,2.5
1435,30.85,47.15,101.3,2.5
1436,30.86,47.15,101.3,2.5
1437,30.86,47.14,101.3,2.5
1438,30.86,47.14,101.3,2.5
1439,30.86,47.13,101.3,2.5
1440,30.87,47.12,101.3,2.5
1441,30.87,47.12,101.3,2.5
1442,30.87,47.11,101.3,2.5
1443,30.88,47.11,101.3,2.5
1444,30.88,47.1,101.3,2.5
1445,30.88,47.1,101.3,2.5
1446,30.88,47.09,101.3,2.5
1447,30.89,47.09,101.3,2.5
1448,30.89,47.08,101.3,2.5
1449,30.89,47.07,101.3,2.5
1450,30.9,47.07,101.3,2.5
1451,30.9,47.06,101.3,2.5
1452,30.9,47.06,101.3,2.5
1453,30.91,47.05,101.3,2.5
1454,30.91,47.05,101.3,2.5
1455,30.91,47.04,101.3,2.5
1456,30.91,47.04,101.3,2.5
1457,30.92,47.03,101.3,2.5
1458,30.92,47.03,101.3,2.5
1459,30.92,47.02,101.3,2.5
1460,30.93,47.02,101.3,2.5
1461,30.93,47.01,101.3,2.5
1462,30.93,47,101.3,2.5
1463,30.93,47,101.3,2.5
1464,30.94,46.99,101.3,2.5
1465,30.94,46.99,101.3,2.5
1466,30.94,46.98,101.3,2.5
1467,30.95,46.98,101.3,2.5
1468,30.95,46.97,101.3,2.5
1469,30.95,46.97,101.3,2.5
1470,30.95,46.96,101.3,2.5
1471,30.96,46.96,101.3,2.5
1472,30.96,46.95,101.3,2.5
1473,30.96,46.95,101.3,2.5
1474,30.97,46.94,101.3,2.5
1475,30.97,46.93,101.3,2.5
1476,30.97,46.93,101.3,2.5
1477,30.97,46.92,101.3,2.5
1478,30.98,46.92,101.3,2.5
1479,30.98,46.91,101.3,2.5
1480,30.98,46.91,101.3,2.5
1481,30.98,46.9,101.3,2.5
1482,30.99,46.9,101.3,2.5
1483,30.99,46.89,101.3,2.5
1484,30.99,46.89,101.3,2.5
1485,31,46.88,101.3,2.5
1486,31,46.88,101.3,2.5
1487,31,46.87,101.3,2.5
1488,31,46.87,101.3,2.5
1489,31.01,46.86,101.3,2.5
1490,31.01,46.86,101.3,2.5
1491,31.01,46.85,101.3,2.5
1492,31.02,46.85,101.3,2.5
1493,31.02,46.84,101.3,2.5
1494,31.02,46.84,101.3,2.5
1495,31.02,46.83,101.3,2.5
1496,31.03,46.83,101.3,2.5
1497,31.03,46.82,101.3,2.5
1498,31.03,46.82,101.3,2.5
1499,31.03,46.81,101.3,2.5
1500,31.04,46.8,101.3,2.5
1501,31.04,46.8,101.3,2.5
1502,31.04,46.79,101.3,2.5
1503,31.05,46.79,101.3,2.5
1504,31.05,46.78,101.3,2.5
1505,31.05,46.78,101.3,2.5
1506,31.05,46.77,101.3,2.5
1507,31.06,46.77,101.3,2.5
1508,31.06,46.76,101.3,2.5
1509,31.06,46.76,101.3,2.5
1510,31.06,46.75,101.3,2.5
1511,31.07,46.75,101.3,2.5
1512,31.07,46.74,101.3,2.5
1513,31.07,46.74,101.3,2.5
1514,31.08,46.73,101.3,2.5
1515,31.08,46.73,101.3,2.5
1516,31.08,46.72,101.3,2.5
1517,31.08,46.72,101.3,2.5
1518,31.09,46.71,101.3,2.5
1519,31.09,46.71,101.3,2.5
1520,31.09,46.7,101.3,2.5
1521,31.09,46.7,101.3,2.5
